question_id,db_id,question,predicted_sql,latency_seconds,llm_model,embedding_model,method,timestamp
133,orchestra,"Return the record companies of orchestras , sorted descending by the years in which they were founded .","SELECT Orchestra.Name FROM orchestra JOIN performance ON orchestra.Orchestra_ID = performance.Conductor_ID JOIN conductor ON conductor.Conductor_ID = orchestra.Conductor_ID ORDER BY YEAR_OF_FOUNDATION DESC, Conductor.Nationality",0.6331,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:58.840305
134,orchestra,What is the average attendance of shows ?,SELECT AVG(Attendance) FROM show WHERE If_first_show = true AND Result = 'Show',0.4006,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:59.240947
135,orchestra,Return the average attendance across all shows .,SELECT AVG(Attendance) FROM orchestra JOIN performance ON orchestra.Conductor_ID = performance.Conductor_ID JOIN show ON performance.Orchestra_ID = show.Orchestra_ID GROUP BY Orchestra.Name,0.5837,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:24:59.824638
136,orchestra,What are the maximum and minimum share of performances whose type is not `` Live final '' .,"SELECT MIN(Share) AS Min_Share, MAX(Share) AS Max_Share FROM Performance WHERE Type NOT IN ('Live final') GROUP BY Show_ID",0.4956,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:00.320266
137,orchestra,Return the maximum and minimum shares for performances that do not have the type `` Live final '' .,"SELECT MAX(Share) AS Max_Share, MIN(Share) AS Min_Share FROM Performance WHERE Type NOT IN ('Live final') AND Show_ID NOT IN (SELECT Performance_ID FROM Performance WHERE If_first_show = FALSE)",0.6387,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:00.958973
138,orchestra,How many different nationalities do conductors have ?,SELECT COUNT(DISTINCT Nationality) FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Conductor.Nationality ! = 'Unknown' AND Conductor.Year_of_Work > 1900,0.7606,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:01.719588
139,orchestra,Count the number of different nationalities of conductors .,SELECT COUNT(DISTINCT Nationality) FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Conductor.Nationality ! = 'Unknown' AND Conductor.Year_of_Work > = 1900 GROUP BY Nationality,0.786,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:02.505615
140,orchestra,List names of conductors in descending order of years of work .,"SELECT Conductor_ID, Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1",0.3805,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:02.886072
141,orchestra,"What are the names of conductors , sorted descending by the number of years they have worked ?","SELECT Conductor_ID, Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1",0.4006,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:03.286631
142,orchestra,List the name of the conductor with the most years of work .,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE YEAR_OF_WORK = (SELECT MAX(Year_of_Work) FROM conductor)",0.7359,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:04.022566
143,orchestra,What is the name of the conductor who has worked the greatest number of years ?,"SELECT Conductor_ID, Name FROM conductor WHERE Year_of_Work = MAX(Year_of_Work) GROUP BY Conductor_ID",0.4514,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:04.474353
144,orchestra,Show the names of conductors and the orchestras they have conducted .,"SELECT Conductor_ID, Orchestra FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON conductor.Conductor_ID = performance.Conductor_ID WHERE conductor.Year_of_Work = 2023 AND conductor.Nationality = 'French' AND Conductor.Name LIKE '%Orchestra%'",0.8242,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:05.299434
145,orchestra,What are the names of conductors as well as the corresonding orchestras that they have conducted ?,"SELECT conductor.Name, orchestra.Orchestra FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID WHERE conductor.Year_of_Work = orchestra.Year_of_Founded AND conductor.Nationality = orchestra.Nationality GROUP BY conductor.Name",0.6826,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:05.982000
146,orchestra,Show the names of conductors that have conducted more than one orchestras .,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Performance_ID IN (SELECT Orchestra_ID FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID GROUP BY Conductor_ID) AND IF_FIRST_SHOW IS TRUE AND Result = 'Conducted More Than One Orchestras'",1.0153,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:06.997340
147,orchestra,What are the names of conductors who have conducted at more than one orchestra ?,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Conductor.Year_of_Work > 2015 GROUP BY Conductor_ID",0.693,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:07.690836
148,orchestra,Show the name of the conductor that has conducted the most number of orchestras .,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID JOIN show ON performance.Performance_ID = show.Performance_ID WHERE Conductor_ID IN (SELECT Conductor_ID FROM conductor GROUP BY Conductor_ID ORDER BY Year_of_Work DESC LIMIT 1)",0.9591,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:08.649954
149,orchestra,What is the name of the conductor who has conducted the most orchestras ?,"SELECT Conductor_ID, Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE CONDUCTOR_ID IN (SELECT Conductor_ID FROM conductor GROUP BY Conductor_ID) HAVING COUNT(*) = 1",0.8132,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:09.463145
150,orchestra,Please show the name of the conductor that has conducted orchestras founded after 2008 .,SELECT Conductor_ID FROM conductor WHERE Year_of_Work > 2008 AND Orchestra NOT IN (SELECT Orchestra FROM orchestra WHERE Conductor_ID = conductor.Conductor_ID),0.5551,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:10.018228
151,orchestra,What are the names of conductors who have conducted orchestras founded after the year 2008 ?,"SELECT Conductor_ID, Name FROM conductor WHERE Year_of_Work > 2008 AND Orchestra NOT IN (SELECT Orchestra FROM orchestra ORDER BY Year_of_Founded DESC LIMIT 1)",0.5568,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:10.575705
152,orchestra,Please show the different record companies and the corresponding number of orchestras .,"SELECT Orchestra.Name, COUNT(Orchestra.Orchestra_ID) as Count FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON conductor.Conductor_ID = performance.Conductor_ID JOIN show ON performance.Orchestra_ID = show.Orchestra JOIN orchestra ON show.Orchestra_ID = orchestra.Orchestra JOIN if_first_show ON show.If_first_show = true GROUP BY Orchestra.Name",1.0158,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:11.591499
153,orchestra,How many orchestras does each record company manage ?,SELECT orchestra.Orchestra FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON conductor.Conductor_ID = performance.Conductor_ID JOIN show ON performance.Orchestra_ID = show.Orchestra JOIN orchestra ON show.Orchestra_ID = orchestra.Orchestra_ID GROUP BY orchestra.Orchestra,0.8521,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:12.444209
154,orchestra,Please show the record formats of orchestras in ascending order of count .,"SELECT Orchestra.Major_Record_Format, COUNT(*) AS Count FROM orchestra GROUP BY Orchestra.Major_Record_Format ASC",0.4449,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:12.889065
155,orchestra,"What are the major record formats of orchestras , sorted by their frequency ?",SELECT Orchestra.Major_Record_Format FROM orchestra JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID GROUP BY Orchestra.Major_Record_Format ORDER BY Frequency DESC LIMIT 1,0.5369,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:13.425918
156,orchestra,List the record company shared by the most number of orchestras .,SELECT orchestra.Orchestra FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON conductor.Conductor_ID = performance.Conductor_ID JOIN show ON performance.Orchestra_ID = conductor.Orchestra_ID GROUP BY orchestra.Orchestra HAVING COUNT(SHOW.Performance_ID) = 1,0.822,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:14.248147
157,orchestra,What is the record company used by the greatest number of orchestras ?,"SELECT CONCAT('FROM', Orchestra, ' WHERE Conductor_ID IN (SELECT Conductor_ID FROM conductor GROUP BY Nationality ORDER BY Year_of_Work DESC LIMIT 1)') AS 'Record Company' FROM orchestra JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID JOIN conductor ON performance.Conductor_ID = conductor.Conductor_ID WHERE Conductor_ID IN (SELECT Conductor_ID FROM conductor GROUP BY Nationality ORDER BY Year_of_Work DESC LIMIT 1) GROUP BY Orchestra HAVING COUNT(*) > 1",1.188,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:15.436114
158,orchestra,List the names of orchestras that have no performance .,SELECT Orchestra FROM orchestra JOIN performance ON orchestra.Conductor_ID = performance.Conductor_ID WHERE If_first_show IS NULL AND Result < > 'No Performance',0.5173,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:15.953393
159,orchestra,What are the orchestras that do not have any performances ?,SELECT orchestra FROM orchestra NOT JOIN performance ON orchestra.Conductor_ID = performance.Conductor_ID AND orchestra.Year_of_Work ! = '' AND orchestra.Nationality = '' AND orchestra.Year_of_Work > = performance.Year_of_Founded,0.6841,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:16.637496
160,orchestra,Show the record companies shared by orchestras founded before 2003 and after 2003 .,"SELECT orchestra.Name, Record_Company.Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra JOIN show ON performance.Performance_ID = show.Performance JOIN orchestra ON show.Orchestra_ID = orchestra.Orchestra WHERE YEAR_OF_WORK < 2003 OR YEAR_OF_WORK > 2003 GROUP BY orchestra.Name",1.0148,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:17.652290
161,orchestra,What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003 ?,SELECT orchestra.Name FROM conductor JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID JOIN performance ON conductor.Conductor_ID = performance.Conductor_ID JOIN orchestra ON performance.Orchestra_ID = orchestra.Orchestra_ID JOIN show ON performance.Performance_ID = show.Performance_ID WHERE YEAR_OF_WORK < 2003 AND YEAR_OF_FOUNDATION > 2003 GROUP BY orchestra.Name,1.2777,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:18.929958
162,orchestra,Find the number of orchestras whose record format is `` CD '' or `` DVD '' .,SELECT COUNT(*) FROM orchestra JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Record_Company LIKE 'CD%' OR Record_Company LIKE 'DVD%',0.5624,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:19.492392
163,orchestra,Count the number of orchestras that have CD or DVD as their record format .,SELECT COUNT(*) FROM orchestra AS O JOIN performance AS P ON O.Orchestra_ID = P.Orchestra_ID JOIN conductor AS C ON P.Conductor_ID = C.Conductor_ID WHERE P.Record_Company LIKE 'CD%' OR P.Record_Company LIKE 'DVD',0.7363,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:20.229451
164,orchestra,Show the years in which orchestras that have given more than one performance are founded .,SELECT YEAR_OF_FOUNDATION FROM orchestra JOIN conductor ON conductor.Conductor_ID = orchestra.Conductor_ID WHERE Conductor.Year_of_Work > 2015 GROUP BY CONDUCTOR.Year_of_Work,0.6356,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:20.865020
165,orchestra,What are years of founding for orchestras that have had more than a single performance ?,SELECT YEAR_OF_FOUNDATION FROM orchestra JOIN performance ON orchestra.Orchestra_ID = performance.Orchestra_ID WHERE Performance.Type IN ('Show') AND Performance.If_first_show IS NOT NULL GROUP BY YEAR_OF_FOUNDATION,0.6595,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:21.524547
166,singer,How many singers are there ?,SELECT COUNT(*) FROM singer,0.3768,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:21.901367
167,singer,What is the count of singers ?,SELECT COUNT(*) FROM singer,0.2879,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:22.189292
168,singer,List the name of singers in ascending order of net worth .,SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC,0.3563,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:22.545634
169,singer,What are the names of singers ordered by ascending net worth ?,SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC,0.3349,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:22.881533
170,singer,What are the birth year and citizenship of singers ?,"SELECT Birth_Year, Citizenship FROM singer WHERE Singer_ID IN (SELECT Singer_ID FROM song)",0.4017,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:23.283274
171,singer,What are the birth years and citizenships of the singers ?,"SELECT Birth_Year, Citizenship FROM singer JOIN song ON singer.Singer_ID = song.Singer_ID WHERE Singer.Birth_Year BETWEEN '1980-01-01' AND '2023-12-31'",0.6603,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:23.944345
172,singer,List the name of singers whose citizenship is not `` France '' .,SELECT Name FROM singer WHERE Citizenship < > 'France',0.31,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:24.255017
173,singer,What are the names of the singers who are not French citizens ?,SELECT Name FROM singer WHERE Citizenship < > 'French' AND Nationality NOT IN ('French'),0.4061,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:24.661105
174,singer,Show the name of singers whose birth year is either 1948 or 1949 ?,SELECT Name FROM singer WHERE Birth_Year BETWEEN 1948 AND 1949,0.3701,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:25.031186
175,singer,What are the names of the singers whose birth years are either 1948 or 1949 ?,SELECT name FROM singer WHERE Birth_Year BETWEEN 1948 AND 1949,0.3647,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:25.396616
176,singer,What is the name of the singer with the largest net worth ?,SELECT Name FROM singer WHERE Net_Worth_Millions = MAX(Net_Worth_Millions),0.3959,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:25.792472
177,singer,What is the name of the singer who is worth the most ?,SELECT Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.singer.ORDER BY Net_Worth_Millions DESC LIMIT 1,0.5387,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:26.331206
178,singer,Show different citizenship of singers and the number of singers of each citizenship .,"SELECT COUNT(*) AS num_singers, COUNT(DISTINCT citizenship) AS num_citizens FROM singer JOIN song ON singer.singer_id = song.singer_id GROUP BY citizenship",0.5664,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:26.897572
179,singer,"For each citizenship , how many singers are from that country ?",SELECT COUNT(*) FROM singer AS S1 JOIN song AS S2 ON S1.Singer_ID = S2.singer.name WHERE S1.Birth_Year = S2.Country AND citizenship = 'Your_Citizenship_Here' GROUP BY citizenship,0.6882,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:27.585813
180,singer,Please show the most common citizenship of singers .,SELECT COUNT(DISTINCT citizenship) FROM singer JOIN song ON singer.singer_id = song.singer_id GROUP BY citizenship,0.4702,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:28.055970
181,singer,What is the most common singer citizenship ?,SELECT COUNT(DISTINCT citizenship) FROM singer AS S1 JOIN song AS S2 ON S1.Singer_ID = S2.singer.ORDER BY COUNT(*) DESC LIMIT 1,0.5102,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:28.567159
182,singer,Show different citizenships and the maximum net worth of singers of each citizenship .,"SELECT S1.Citizenship, MAX(S2.Net_Worth_Millions) AS Max_Net_Worth FROM singer AS S1 JOIN song AS S2 ON S1.Singer_ID = S2.Singer_ID GROUP BY S1.Citizenship",0.6488,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:29.215971
183,singer,"For each citizenship , what is the maximum net worth ?",SELECT MAX(Net_Worth_Millions) AS max_net_worth FROM singer JOIN song ON singer.Singer_ID = song.singer_id GROUP BY citizenship,0.5287,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:29.744630
184,singer,Show titles of songs and names of singers .,"SELECT T2.Title, T1.Name FROM song AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.singer_id ORDER BY T1.Name DESC LIMIT 1",0.5721,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:30.316744
185,singer,What are the song titles and singer names ?,"SELECT T2.Title, T1.Name FROM song AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.singer_id ORDER BY T1.Birth_Year DESC LIMIT 1",0.561,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:30.878557
186,singer,Show distinct names of singers that have songs with sales more than 300000 .,SELECT DISTINCT name FROM singer WHERE Sales > 300000 AND Singer_ID IN (SELECT singer.singer_id FROM song),0.521,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:31.399591
187,singer,what are the different names of the singers that have sales more than 300000 ?,SELECT Name FROM singer WHERE Sales > 300000,0.3575,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:31.757650
188,singer,Show the names of singers that have more than one song .,SELECT T2.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Title LIKE '%more than one%',0.5527,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:32.311025
189,singer,What are the names of the singers that have more than one songs ?,SELECT T2.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID WHERE T2.Number_of_Songs > 1,0.5469,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:32.858433
190,singer,Show the names of singers and the total sales of their songs .,"SELECT Name, SUM(Sales) AS Total_Sales FROM singer JOIN song ON singer.Singer_ID = song.Singer_ID GROUP BY Singer.Name",0.4917,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:33.350096
191,singer,"For each singer name , what is the total sales for their songs ?","SELECT S1.Name AS Singer_Name, SUM(S2.Sales) AS Total_Sales FROM singer AS S1 JOIN song AS S2 ON S1.Singer_ID = S2.Singer_ID GROUP BY S1.Name",0.626,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:33.976812
192,singer,List the name of singers that do not have any song .,SELECT Name FROM singer WHERE Song.Singer_ID NOT IN (SELECT Singer_ID FROM song),0.381,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:34.357807
193,singer,What is the sname of every sing that does not have any song ?,SELECT s.sname FROM singer AS s JOIN song AS t ON s.singer_id = t.singer_id WHERE NOT EXISTS (SELECT 1 FROM song AS f WHERE f.singer_id = s.singer_id AND t.Title = f.Title),0.7428,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:35.100601
194,singer,Show the citizenship shared by singers with birth year before 1945 and after 1955 .,SELECT citizenship FROM singer JOIN song ON singer.Singer_ID = song.singer_id WHERE birth_year < 1945 AND birth_year > 1955,0.5516,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:35.652224
195,singer,What are the citizenships that are shared by singers with a birth year before 1945 and after 1955 ?,SELECT DISTINCT citizenship FROM singer JOIN song ON singer.singer_id = song.singer_id WHERE birth_year BETWEEN 1945 AND 1955,0.5357,falcon3:1b,mxbai-embed-large,NLSQLTableQueryEngine + Few-Shot,2025-12-07T18:25:36.187969
