question_id;db_id;question;predicted_sql;latency_seconds;llm_model;embedding_model;method;timestamp
129;orchestra;What are the names of conductors , ordered by age ?;SELECT Name FROM conductor ORDER BY Age;23.363;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:22.299694
130;orchestra;What are the names of conductors whose nationalities are not `` USA '' ?;SELECT Name FROM conductor WHERE Nationality NOT LIKE 'USA';24.889;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:24.789157
131;orchestra;Return the names of conductors that do not have the nationality `` USA '' .;SELECT Name FROM conductor WHERE Nationality < > 'USA';23.904;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:27.180293
132;orchestra;What are the record companies of orchestras in descending order of years in which they were founded ?;SELECT DISTINCT T2.Record_Company FROM orchestra AS T1 JOIN T2 ON T1.Orchestra_ID = T2.Orchestra_ID ORDER BY T1.Year_of_Founded DESC;39.927;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:31.174061
133;orchestra;Return the record companies of orchestras , sorted descending by the years in which they were founded .;SELECT DISTINCT T2.Record_Company FROM orchestra AS T1 JOIN T2 ON T1.Record_Company = T2.Record_Company ORDER BY T1.Year_of_Founded DESC;39.354;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:35.110539
134;orchestra;What is the average attendance of shows ?;SELECT AVG(Attendance) FROM show;2.406;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:37.519252
135;orchestra;Return the average attendance across all shows .;SELECT AVG(Attendance) FROM show;23.201;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:39.840589
136;orchestra;What are the maximum and minimum share of performances whose type is not `` Live final '' .;SELECT MAX(Share), Share FROM performance WHERE Type ! = 'Live final';27.146;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:42.557123
137;orchestra;Return the maximum and minimum shares for performances that do not have the type `` Live final '' .;SELECT MAX(Share), Share FROM performance WHERE Type ! = 'Live final';26.196;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:45.179340
138;orchestra;How many different nationalities do conductors have ?;SELECT COUNT(DISTINCT Nationality) FROM conductor;24.431;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:47.623235
139;orchestra;Count the number of different nationalities of conductors .;SELECT COUNT(DISTINCT Nationality) FROM conductor;25.922;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:50.216517
140;orchestra;List names of conductors in descending order of years of work .;SELECT Name FROM conductor ORDER BY Year_of_Work DESC;25.348;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:52.752386
141;orchestra;What are the names of conductors , sorted descending by the number of years they have worked ?;SELECT Name FROM conductor ORDER BY Year_of_Work DESC;26.188;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:55.371840
142;orchestra;List the name of the conductor with the most years of work .;SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1;26.552;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:22:58.028265
143;orchestra;What is the name of the conductor who has worked the greatest number of years ?;SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1;26.531;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:00.682415
144;orchestra;Show the names of conductors and the orchestras they have conducted .;SELECT T1.Name, T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID;36.728;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:04.355739
145;orchestra;What are the names of conductors as well as the corresonding orchestras that they have conducted ?;SELECT T1.Name, T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID;38.914;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:08.247789
146;orchestra;Show the names of conductors that have conducted more than one orchestras .;SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Conductor_ID HAVING COUNT(*) > 1;40.857;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:12.334756
147;orchestra;What are the names of conductors who have conducted at more than one orchestra ?;SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Conductor_ID HAVING COUNT(*) > 1;4.034;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:16.369405
148;orchestra;Show the name of the conductor that has conducted the most number of orchestras .;SELECT T1.Name FROM conductor AS T1 JOIN show AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1;41.313;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:20.502335
149;orchestra;What is the name of the conductor who has conducted the most orchestras ?;SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1;42.124;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:24.716128
150;orchestra;Please show the name of the conductor that has conducted orchestras founded after 2008 .;SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID WHERE T2.Year_of_Founded > 2008;39.927;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:28.709583
151;orchestra;What are the names of conductors who have conducted orchestras founded after the year 2008 ?;SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID = T2.Conductor_ID WHERE T2.Year_of_Founded > 2008;41.261;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:32.836844
152;orchestra;Please show the different record companies and the corresponding number of orchestras .;SELECT DISTINCT Record_Company, COUNT(*) FROM orchestra GROUP BY Record_Company;27.194;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:35.558493
153;orchestra;How many orchestras does each record company manage ?;SELECT T2.Record_Company, COUNT(*) FROM orchestra AS T1 JOIN conductor AS T2 ON T1.Conductor_ID = T2.Conductor_ID GROUP BY T1.Record_Company;3.966;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:39.525539
154;orchestra;Please show the record formats of orchestras in ascending order of count .;SELECT Major_Record_Format FROM orchestra ORDER BY COUNT(*) ASC;26.245;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:42.151138
155;orchestra;What are the major record formats of orchestras , sorted by their frequency ?;SELECT Major_Record_Format, COUNT(*) FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) DESC;29.742;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:45.125936
156;orchestra;List the record company shared by the most number of orchestras .;SELECT T2.Record_Company FROM orchestra AS T1 JOIN orchestra AS T2 ON T1.Record_Company = T2.Record_Company GROUP BY T2.Record_Company ORDER BY COUNT(*) DESC LIMIT 1;41.329;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:49.259584
157;orchestra;What is the record company used by the greatest number of orchestras ?;SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1;29.414;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:52.202120
158;orchestra;List the names of orchestras that have no performance .;SELECT T2.Name FROM orchestra AS T2 LEFT JOIN show AS T1 ON T2.Orchestra_ID = T1.Orchestra_ID WHERE T1.Performance_ID IS NULL;40.111;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:56.214335
159;orchestra;What are the orchestras that do not have any performances ?;SELECT T1.Orchestra FROM orchestra AS T1 WHERE T1.Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance);34.352;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:23:59.650604
160;orchestra;Show the record companies shared by orchestras founded before 2003 and after 2003 .;SELECT DISTINCT Record_Company FROM orchestra WHERE Year_of_Founded < 2003 OR Year_of_Founded > 2003;34.039;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:03.055017
161;orchestra;What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003 ?;SELECT DISTINCT T2.Record_Company FROM orchestra AS T1 JOIN T2 ON T1.Record_Company = T2.Record_Company WHERE T1.Year_of_Founded ! = T2.Year_of_Founded;42.173;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:07.273086
162;orchestra;Find the number of orchestras whose record format is `` CD '' or `` DVD '' .;SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format = 'CD' OR Major_Record_Format = 'DVD';31.751;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:10.449339
163;orchestra;Count the number of orchestras that have CD or DVD as their record format .;SELECT COUNT(*) FROM orchestra WHERE Record_Company IN ('CD', 'DVD');27.736;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:13.223975
164;orchestra;Show the years in which orchestras that have given more than one performance are founded .;SELECT DISTINCT T1.Year_of_Founded FROM orchestra AS T1 JOIN show AS T2 ON T1.Orchestra_ID = T2.Orchestra_ID GROUP BY T1.Orchestra_ID HAVING COUNT(*) > 1;43.692;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:17.594042
165;orchestra;What are years of founding for orchestras that have had more than a single performance ?;SELECT T1.Year_of_Founded FROM orchestra AS T1 JOIN show AS T2 ON T1.Orchestra_ID = T2.Orchestra_ID GROUP BY T1.Orchestra_ID HAVING COUNT(*) > 1;4.439;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:22.034141
166;singer;How many singers are there ?;SELECT COUNT(*) FROM singer;22.347;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:24.269998
167;singer;What is the count of singers ?;SELECT COUNT(*) FROM singer;21.468;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:26.417946
168;singer;List the name of singers in ascending order of net worth .;SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC;24.214;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:28.840449
169;singer;What are the names of singers ordered by ascending net worth ?;SELECT name FROM singer ORDER BY Net_Worth_Millions ASC;24.882;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:31.329835
170;singer;What are the birth year and citizenship of singers ?;SELECT Birth_Year, Citizenship FROM singer;23.586;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:33.689492
171;singer;What are the birth years and citizenships of the singers ?;SELECT Birth_Year, Citizenship FROM singer;23.291;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:36.019091
172;singer;List the name of singers whose citizenship is not `` France '' .;SELECT Name FROM singer WHERE Citizenship ! = ' France ';23.729;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:38.393016
173;singer;What are the names of the singers who are not French citizens ?;SELECT Name FROM singer WHERE Citizenship ! = 'France';23.358;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:40.729921
174;singer;Show the name of singers whose birth year is either 1948 or 1949 ?;SELECT Name FROM singer WHERE Birth_Year = 1948 OR Birth_Year = 1949;30.196;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:43.750526
175;singer;What are the names of the singers whose birth years are either 1948 or 1949 ?;SELECT Name FROM singer WHERE Birth_Year = 1948 OR Birth_Year = 1949;29.994;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:46.751095
176;singer;What is the name of the singer with the largest net worth ?;SELECT Name FROM singer ORDER BY Net_Worth_Millions DESC LIMIT 1;26.642;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:49.416469
177;singer;What is the name of the singer who is worth the most ?;SELECT Name FROM singer ORDER BY Net_Worth_Millions DESC LIMIT 1;26.104;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:52.027611
178;singer;Show different citizenship of singers and the number of singers of each citizenship .;SELECT Citizenship, COUNT(*) FROM singer GROUP BY Citizenship;23.842;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:54.412952
179;singer;For each citizenship , how many singers are from that country ?;SELECT Citizenship, COUNT(*) FROM singer GROUP BY Citizenship;24.074;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:56.821545
180;singer;Please show the most common citizenship of singers .;SELECT Citizenship FROM singer GROUP BY Citizenship ORDER BY COUNT(*) DESC LIMIT 1;25.842;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:24:59.407363
181;singer;What is the most common singer citizenship ?;SELECT Citizenship FROM singer GROUP BY Citizenship ORDER BY COUNT(*) DESC LIMIT 1;26.195;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:02.027949
182;singer;Show different citizenships and the maximum net worth of singers of each citizenship .;SELECT Citizenship, MAX(Net_Worth_Millions) FROM singer GROUP BY Citizenship;26.419;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:04.670938
183;singer;For each citizenship , what is the maximum net worth ?;SELECT Citizenship, MAX(Net_Worth_Millions) FROM singer GROUP BY Citizenship;26.019;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:07.274175
184;singer;Show titles of songs and names of singers .;SELECT Title, Name FROM song JOIN singer ON song.Singer_ID = singer.Singer_ID;28.465;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:10.121469
185;singer;What are the song titles and singer names ?;SELECT Title, Name FROM song JOIN singer ON song.Singer_ID = singer.Singer_ID;28.239;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:12.946707
186;singer;Show distinct names of singers that have songs with sales more than 300000 .;SELECT DISTINCT Name FROM singer WHERE Singer_ID IN (SELECT Singer_ID FROM song WHERE Sales > 300000);31.919;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:16.139800
187;singer;what are the different names of the singers that have sales more than 300000 ?;SELECT DISTINCT Name FROM singer WHERE Sales > 300000;27.311;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:18.872359
188;singer;Show the names of singers that have more than one song .;SELECT Name FROM singer WHERE Singer_ID IN (SELECT Singer_ID FROM song GROUP BY Singer_ID HAVING COUNT(*) > 1);32.061;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:22.079534
189;singer;What are the names of the singers that have more than one songs ?;SELECT Name FROM singer WHERE Singer_ID IN (SELECT Singer_ID FROM song GROUP BY Singer_ID HAVING COUNT(*) > 1);32.107;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:25.292442
190;singer;Show the names of singers and the total sales of their songs .;SELECT T1.Name, SUM(T2.Sales) FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID GROUP BY T1.Singer_ID;39.264;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:29.219458
191;singer;For each singer name , what is the total sales for their songs ?;SELECT Name, SUM(Sales) FROM song JOIN singer ON song.Singer_ID = singer.Singer_ID GROUP BY singer.Name;31.925;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:32.412452
192;singer;List the name of singers that do not have any song .;SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song);28.205;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:35.233956
193;singer;What is the sname of every sing that does not have any song ?;SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song);27.176;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:37.952679
194;singer;Show the citizenship shared by singers with birth year before 1945 and after 1955 .;SELECT DISTINCT Citizenship FROM singer WHERE Birth_Year < 1945 INTERSECT SELECT Citizenship FROM singer WHERE Birth_Year > 1955;33.335;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:41.286748
195;singer;What are the citizenships that are shared by singers with a birth year before 1945 and after 1955 ?;SELECT DISTINCT Citizenship FROM singer WHERE Birth_Year < 1945 INTERSECT SELECT Citizenship FROM singer WHERE Birth_Year > 1955;34.055;gemma3:4b;mxbai-embed-large;NLSQLTableQueryEngine + Few-Shot;2025-12-07T17:25:44.693466
