question_id;db_id;question;predicted_sql;latency_seconds;model;timestamp
98;employee_hire_evaluation;Find the manager name and district of the shop whose number of products is the largest .;SELECT Manager_name, District FROM shop JOIN hiring ON Shop_ID = Shop_ID WHERE Number_products = (SELECT MAX(Number_products) FROM shop);15.812;codellama:7b;2025-12-06T23:10:58.224945
99;employee_hire_evaluation;What are the manager name and district of the shop that sells the largest number of products ?;SELECT T1.Manager_name, T2.District FROM employee AS T1 JOIN shop AS T2 ON T1.Employee_ID = T2.Manager_id WHERE T2.Number_products = (SELECT MAX(T3.Number_products) FROM shop AS T3);24.465;codellama:7b;2025-12-06T23:11:00.671427
100;employee_hire_evaluation;find the minimum and maximum number of products of all stores .;SELECT MIN(Number_products), MAX(Number_products) FROM shop;0.9109;codellama:7b;2025-12-06T23:11:01.583378
101;employee_hire_evaluation;What are the minimum and maximum number of products across all the shops ?;SELECT MIN(Number_products), MAX(Number_products) FROM shop;0.9135;codellama:7b;2025-12-06T23:11:02.497981
102;employee_hire_evaluation;Return the name , location and district of all shops in descending order of number of products .;SELECT T1.Name AS Name, T1.Location AS Location, T1.District AS District FROM shop AS T1;30.542;codellama:7b;2025-12-06T23:11:05.552166
103;employee_hire_evaluation;Sort all the shops by number products in descending order , and return the name , location and district of each shop .;SELECT s.Name AS Name, s.Location AS Location, s.District AS District FROM shop AS s JOIN hiring AS h ON s.Shop_ID = h.Shop_ID GROUP BY s.Shop_ID ORDER BY COUNT(h.Employee_ID) DESC;25.289;codellama:7b;2025-12-06T23:11:08.081030
104;employee_hire_evaluation;Find the names of stores whose number products is more than the average number of products .;SELECT T1.Name AS Store_name FROM shop AS T1 SELECT AVG(Number_products) AS Average_num_products FROM shop;25.711;codellama:7b;2025-12-06T23:11:10.652180
105;employee_hire_evaluation;Which shops ' number products is above the average ? Give me the shop names .;SELECT T1.Name FROM shop AS T1 WHERE Number_products > (SELECT AVG(Number_products) FROM shop);13.463;codellama:7b;2025-12-06T23:11:11.998462
106;employee_hire_evaluation;find the name of employee who was awarded the most times in the evaluation .;SELECT Name FROM Employee;22.804;codellama:7b;2025-12-06T23:11:14.278815
107;employee_hire_evaluation;Which employee received the most awards in evaluations ? Give me the employee name .;SELECT T1.Name AS Employee_Name FROM evaluation AS T1 JOIN (SELECT Employee_ID, COUNT(*) AS Num_Awards FROM evaluation;28.782;codellama:7b;2025-12-06T23:11:17.157000
108;employee_hire_evaluation;Find the name of the employee who got the highest one time bonus .;SELECT e.Name FROM evaluation AS e WHERE Year_awarded = (SELECT MAX(Year_awarded) FROM evaluation WHERE Is_full_time = true);27.138;codellama:7b;2025-12-06T23:11:19.871860
109;employee_hire_evaluation;Which employee received the biggest bonus ? Give me the employee name .;SELECT e.Name FROM evaluation AS e JOIN (SELECT Employee_ID, MAX(Bonus) AS MaxBonus FROM evaluation GROUP BY Employee_ID) AS m ON e.Employee_ID = m.Employee_ID AND e.Bonus = m.MaxBonus;26.558;codellama:7b;2025-12-06T23:11:22.528637
110;employee_hire_evaluation;Find the names of employees who never won any award in the evaluation .;SELECT DISTINCT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation);0.928;codellama:7b;2025-12-06T23:11:23.457704
111;employee_hire_evaluation;What are the names of the employees who never received any evaluation ?;SELECT DISTINCT Name FROM employee AS T1 WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation);1.233;codellama:7b;2025-12-06T23:11:24.690654
112;employee_hire_evaluation;What is the name of the shop that is hiring the largest number of employees ?;SELECT T1.Name AS Shop_Name FROM shop AS T1;26.108;codellama:7b;2025-12-06T23:11:27.301438
113;employee_hire_evaluation;Which shop has the most employees ? Give me the shop name .;SELECT T1.Name AS Shop_Name FROM shop AS T1;25.408;codellama:7b;2025-12-06T23:11:29.843807
114;employee_hire_evaluation;Find the name of the shops that do not hire any employee .;SELECT T1.Name AS Shop_Name FROM shop AS T1 WHERE NOT EXISTS(SELECT * FROM hiring WHERE T1.Shop_ID = hiring.Shop_ID);18.141;codellama:7b;2025-12-06T23:11:31.657879
115;employee_hire_evaluation;Which shops run with no employees ? Find the shop names;SELECT DISTINCT T2.Name AS Shop_name FROM hiring AS T1 WHERE T1.Employee_ID IS NULL;21.512;codellama:7b;2025-12-06T23:11:33.809121
116;employee_hire_evaluation;Find the number of employees hired in each shop ;;;;
117;employee_hire_evaluation;For each shop , return the number of employees working there and the name of the shop .;SELECT T1.Name AS Shop_Name, COUNT(*) AS Number_of_Employees FROM employee AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID;24.923;codellama:7b;2025-12-06T23:11:38.979397
118;employee_hire_evaluation;What is total bonus given in all evaluations ?;SELECT SUM(Bonus) FROM evaluation;0.8165;codellama:7b;2025-12-06T23:11:39.795892
119;employee_hire_evaluation;Find the total amount of bonus given in all the evaluations .;SELECT SUM(Bonus) FROM evaluation;0.672;codellama:7b;2025-12-06T23:11:40.467911
120;employee_hire_evaluation;Give me all the information about hiring .;SELECT hiring.Shop_ID, hiring.Employee_ID, hiring.Start_from, hiring.Is_full_time, employee.Name, employee.Age, employee.City, shop.Name, shop.Location, shop.District, shop.Number_products, shop.Manager_name, evaluation.Year_awarded, evaluation.Bonus FROM hiring;50.895;codellama:7b;2025-12-06T23:11:45.557425
121;employee_hire_evaluation;What is all the information about hiring ?;SELECT T1.Shop_ID, T1.Employee_ID, T1.Start_from, T1.Is_full_time, T2.Name AS Employee_Name, T2.Age, T2.City, T3.Name AS Shop_Name, T3.Location, T3.District, T3.Number_products, T3.Manager_name FROM hiring AS T1;52.792;codellama:7b;2025-12-06T23:11:50.836616
122;employee_hire_evaluation;Which district has both stores with less than 3000 products and stores with more than 10000 products ?;SELECT DISTINCT District FROM shop WHERE Number_products < 3000 INTERSECT SELECT District FROM shop WHERE Number_products > 10000;1.578;codellama:7b;2025-12-06T23:11:52.414627
123;employee_hire_evaluation;Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products .;SELECT DISTINCT T2.District FROM shop AS T1 WHERE T1.Number_products < 3000 AND T2.Number_products > 10000;24.794;codellama:7b;2025-12-06T23:11:54.893979
124;employee_hire_evaluation;How many different store locations are there ?;SELECT DISTINCT Location FROM shop;0.6106;codellama:7b;2025-12-06T23:11:55.504627
125;employee_hire_evaluation;Count the number of distinct store locations .;SELECT COUNT(DISTINCT T1.Location) FROM employee AS T1 JOIN shop AS T2 ON T1.City = T2.District WHERE T1.Age > 30 AND T2.Number_products > = 5;21.257;codellama:7b;2025-12-06T23:11:57.630339
126;orchestra;How many conductors are there ?;SELECT COUNT(*) FROM conductor;0.8759;codellama:7b;2025-12-06T23:11:58.506279
127;orchestra;Count the number of conductors .;SELECT COUNT(DISTINCT Conductor_ID) FROM conductor;0.7265;codellama:7b;2025-12-06T23:11:59.233265
128;orchestra;List the names of conductors in ascending order of age .;SELECT Name FROM Conductor ORDER BY Age ASC;0.7756;codellama:7b;2025-12-06T23:12:00.008875
129;orchestra;What are the names of conductors , ordered by age ?;SELECT Name FROM conductor ORDER BY Age DESC;0.524;codellama:7b;2025-12-06T23:12:00.535166
130;orchestra;What are the names of conductors whose nationalities are not `` USA '' ?;SELECT DISTINCT Name FROM Conductor WHERE Nationality != 'USA';0.9173;codellama:7b;2025-12-06T23:12:01.452512
131;orchestra;Return the names of conductors that do not have the nationality `` USA '' .;SELECT DISTINCT Name FROM Conductor WHERE Nationality NOT IN ('USA');0.7763;codellama:7b;2025-12-06T23:12:02.228829
132;orchestra;What are the record companies of orchestras in descending order of years in which they were founded ?;SELECT DISTINCT OR.Record_Company AS Record_Company FROM Conductor C WHERE S.If_first_show = TRUE AND S.Result = 'Success';41.115;codellama:7b;2025-12-06T23:12:06.340309
133;orchestra;Return the record companies of orchestras , sorted descending by the years in which they were founded .;SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC;0.7051;codellama:7b;2025-12-06T23:12:07.045408
134;orchestra;What is the average attendance of shows ?;SELECT AVG(Attendance) FROM show;0.6991;codellama:7b;2025-12-06T23:12:07.744459
135;orchestra;Return the average attendance across all shows .;SELECT AVG(Attendance) FROM show;0.7085;codellama:7b;2025-12-06T23:12:08.452922
136;orchestra;What are the maximum and minimum share of performances whose type is not `` Live final '' .;SELECT MAX(share), MIN(share) FROM performance WHERE type != 'Live final';10.884;codellama:7b;2025-12-06T23:12:09.541342
137;orchestra;Return the maximum and minimum shares for performances that do not have the type `` Live final '' .;SELECT MAX(share), MIN(share) FROM performance WHERE type != 'Live final';14.101;codellama:7b;2025-12-06T23:12:10.951393
138;orchestra;How many different nationalities do conductors have ?;SELECT DISTINCT Nationality FROM Conductor;0.7373;codellama:7b;2025-12-06T23:12:11.688708
139;orchestra;Count the number of different nationalities of conductors .;SELECT COUNT(DISTINCT Nationality) FROM Conductor;0.6888;codellama:7b;2025-12-06T23:12:12.377544
140;orchestra;List names of conductors in descending order of years of work .;SELECT Name FROM Conductor ORDER BY Year_of_Work DESC;0.8831;codellama:7b;2025-12-06T23:12:13.260598
141;orchestra;What are the names of conductors , sorted descending by the number of years they have worked ?;SELECT Conductor.Name, COUNT(Conductor.Year_of_Work) AS Years_Worked FROM Conductor;28.646;codellama:7b;2025-12-06T23:12:16.126907
142;orchestra;List the name of the conductor with the most years of work .;SELECT Name FROM Conductor WHERE Year_of_Work = (SELECT MAX(Year_of_Work) FROM Conductor);1.374;codellama:7b;2025-12-06T23:12:17.500873
143;orchestra;What is the name of the conductor who has worked the greatest number of years ?;SELECT Conductor.Name FROM Conductor WHERE Conductor.Year_of_Work = (SELECT MAX(Conductor.Year_of_Work) FROM Conductor);17.915;codellama:7b;2025-12-06T23:12:19.292360
144;orchestra;Show the names of conductors and the orchestras they have conducted .;SELECT DISTINCT Conductor.Name, Orchestra.Orchestra FROM Conductor JOIN Orchestra ON Conductor.Conductor_ID = Orchestra.Conductor_ID;19.371;codellama:7b;2025-12-06T23:12:21.229477
145;orchestra;What are the names of conductors as well as the corresonding orchestras that they have conducted ?;SELECT DISTINCT Conductor.Name AS Conductor_Name, Orchestra.Orchestra AS Orchestra_Name FROM Conductor;2.379;codellama:7b;2025-12-06T23:12:23.610034
146;orchestra;Show the names of conductors that have conducted more than one orchestras .;SELECT DISTINCT Name FROM Conductor WHERE Conductor_ID IN (SELECT DISTINCT Conductor_ID FROM Orchestra);14.682;codellama:7b;2025-12-06T23:12:25.078240
147;orchestra;What are the names of conductors who have conducted at more than one orchestra ?;SELECT DISTINCT Name FROM Conductor WHERE Conductor_ID IN (SELECT DISTINCT Conductor_ID FROM Orchestra);1.156;codellama:7b;2025-12-06T23:12:26.234205
148;orchestra;Show the name of the conductor that has conducted the most number of orchestras .;SELECT Name FROM conductor WHERE Conductor_ID IN (SELECT Conductor_ID FROM orchestra GROUP BY Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1);19.852;codellama:7b;2025-12-06T23:12:28.219369
149;orchestra;What is the name of the conductor who has conducted the most orchestras ?;SELECT Name FROM conductor WHERE Conductor_ID = ( SELECT Conductor_ID FROM orchestra;62.518;codellama:7b;2025-12-06T23:12:34.471203
150;orchestra;Please show the name of the conductor that has conducted orchestras founded after 2008 .;SELECT DISTINCT Name FROM Conductor WHERE Conductor_ID IN (SELECT Conductor_ID FROM Orchestra WHERE Year_of_Founded > 2008);16.304;codellama:7b;2025-12-06T23:12:36.103270
151;orchestra;What are the names of conductors who have conducted orchestras founded after the year 2008 ?;SELECT DISTINCT Name FROM Conductor WHERE Conductor_ID IN (SELECT Conductor_ID FROM Orchestra WHERE Year_of_Founded > 2008);16.242;codellama:7b;2025-12-06T23:12:37.727444
152;orchestra;Please show the different record companies and the corresponding number of orchestras .;SELECT DISTINCT Record_Company, COUNT(*) AS NumOrchestras FROM orchestra;12.591;codellama:7b;2025-12-06T23:12:38.986513
153;orchestra;How many orchestras does each record company manage ?;SELECT Record_Company, COUNT(*) AS NumOrchestras FROM orchestra;12.077;codellama:7b;2025-12-06T23:12:40.194207
154;orchestra;Please show the record formats of orchestras in ascending order of count .;SELECT Major_Record_Format FROM orchestra ORDER BY COUNT(Major_Record_Format) ASC;10.978;codellama:7b;2025-12-06T23:12:41.291987
155;orchestra;What are the major record formats of orchestras , sorted by their frequency ?;SELECT Major_Record_Format FROM orchestra ORDER BY COUNT(*) DESC;0.7747;codellama:7b;2025-12-06T23:12:42.067232
156;orchestra;List the record company shared by the most number of orchestras .;SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(Record_Company) DESC LIMIT 1;11.834;codellama:7b;2025-12-06T23:12:43.250677
157;orchestra;What is the record company used by the greatest number of orchestras ?;SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1;10.164;codellama:7b;2025-12-06T23:12:44.267043
158;orchestra;List the names of orchestras that have no performance .;SELECT DISTINCT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Performance_ID FROM performance);12.634;codellama:7b;2025-12-06T23:12:45.530490
159;orchestra;What are the orchestras that do not have any performances ?;SELECT DISTINCT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance);1.227;codellama:7b;2025-12-06T23:12:46.757453
160;orchestra;Show the record companies shared by orchestras founded before 2003 and after 2003 .;SELECT DISTINCT Record_Company FROM orchestra WHERE Year_of_Founded < 2003 INTERSECT SELECT DISTINCT Record_Company FROM orchestra WHERE Year_of_Founded > 2003;20.432;codellama:7b;2025-12-06T23:12:48.800610
161;orchestra;What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003 ?;SELECT DISTINCT Record_Company FROM orchestra WHERE Year_of_Founded < 2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded > 2003;21.298;codellama:7b;2025-12-06T23:12:50.930390
162;orchestra;Find the number of orchestras whose record format is `` CD '' or `` DVD '' .;SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format IN ('CD', 'DVD');13.756;codellama:7b;2025-12-06T23:12:52.305983
163;orchestra;Count the number of orchestras that have CD or DVD as their record format .;SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format IN ('CD', 'DVD');1.042;codellama:7b;2025-12-06T23:12:53.347959
164;orchestra;Show the years in which orchestras that have given more than one performance are founded .;SELECT DISTINCT Year_of_Founded FROM orchestra WHERE Orchestra_ID IN (SELECT DISTINCT Orchestra_ID FROM performance GROUP BY Orchestra_ID HAVING COUNT(*) > 1);19.086;codellama:7b;2025-12-06T23:12:55.256561
165;orchestra;What are years of founding for orchestras that have had more than a single performance ?;SELECT DISTINCT Year_of_Founded FROM orchestra WHERE Orchestra_ID IN (SELECT DISTINCT Orchestra_ID FROM performance GROUP BY Orchestra_ID HAVING COUNT(*) > 1);1.64;codellama:7b;2025-12-06T23:12:56.896525
166;singer;How many singers are there ?;SELECT COUNT(*) FROM singer;0.4625;codellama:7b;2025-12-06T23:12:57.359045
167;singer;What is the count of singers ?;SELECT COUNT(*) FROM singer;0.4873;codellama:7b;2025-12-06T23:12:57.846314
168;singer;List the name of singers in ascending order of net worth .;SELECT Name FROM singer WHERE Citizenship = 'United States' ORDER BY Net_Worth_Millions ASC;11.264;codellama:7b;2025-12-06T23:12:58.972729
169;singer;What are the names of singers ordered by ascending net worth ?;SELECT Name FROM singer WHERE Citizenship = 'US' ORDER BY Net_Worth_Millions ASC;0.9412;codellama:7b;2025-12-06T23:12:59.913894
170;singer;What are the birth year and citizenship of singers ?;SELECT s.Birth_Year, s.Citizenship FROM singer AS s;11.812;codellama:7b;2025-12-06T23:13:01.095078
171;singer;What are the birth years and citizenships of the singers ?;SELECT Birth_Year, Citizenship FROM singer;0.7744;codellama:7b;2025-12-06T23:13:01.869468
172;singer;List the name of singers whose citizenship is not `` France '' .;SELECT Name FROM singer WHERE Citizenship NOT IN ('France');0.9932;codellama:7b;2025-12-06T23:13:02.862715
173;singer;What are the names of the singers who are not French citizens ?;SELECT DISTINCT Name FROM singer WHERE Citizenship != 'France';0.7117;codellama:7b;2025-12-06T23:13:03.575550
174;singer;Show the name of singers whose birth year is either 1948 or 1949 ?;SELECT Name FROM singer WHERE Birth_Year IN (1948, 1949);10.466;codellama:7b;2025-12-06T23:13:04.622164
175;singer;What are the names of the singers whose birth years are either 1948 or 1949 ?;SELECT Name FROM singer WHERE Birth_Year = 1948 OR Birth_Year = 1949;10.574;codellama:7b;2025-12-06T23:13:05.679535
176;singer;What is the name of the singer with the largest net worth ?;SELECT Name FROM singer WHERE Net_Worth_Millions = (SELECT MAX(Net_Worth_Millions) FROM singer);12.677;codellama:7b;2025-12-06T23:13:06.947838
177;singer;What is the name of the singer who is worth the most ?;SELECT Name FROM singer WHERE Net_Worth_Millions = (SELECT MAX(Net_Worth_Millions) FROM singer);14.825;codellama:7b;2025-12-06T23:13:08.430376
178;singer;Show different citizenship of singers and the number of singers of each citizenship .;SELECT Citizenship, COUNT(*) AS Number_Of_Singers FROM singer GROUP BY Citizenship;10.997;codellama:7b;2025-12-06T23:13:09.530029
179;singer;For each citizenship , how many singers are from that country ?;SELECT Citizenship, COUNT(*) AS Number_Of_Singers FROM singer GROUP BY Citizenship;11.503;codellama:7b;2025-12-06T23:13:10.680293
180;singer;Please show the most common citizenship of singers .;SELECT Citizenship FROM singer GROUP BY Citizenship ORDER BY COUNT(*) DESC LIMIT 1;10.036;codellama:7b;2025-12-06T23:13:11.683850
181;singer;What is the most common singer citizenship ?;SELECT Citizenship FROM singer GROUP BY Citizenship ORDER BY COUNT(*) DESC LIMIT 1;10.736;codellama:7b;2025-12-06T23:13:12.758460
182;singer;Show different citizenships and the maximum net worth of singers of each citizenship .;SELECT Citizenship, MAX(Net_Worth_Millions) FROM singer JOIN song ON Singer_ID = Singer_ID GROUP BY Citizenship;1.53;codellama:7b;2025-12-06T23:13:14.288508
183;singer;For each citizenship , what is the maximum net worth ?;SELECT Citizenship, MAX(Net_Worth_Millions) FROM singer JOIN song ON Singer_ID = Singer_ID GROUP BY Citizenship;1.409;codellama:7b;2025-12-06T23:13:15.698583
184;singer;Show titles of songs and names of singers .;SELECT T2.Title, T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID;15.894;codellama:7b;2025-12-06T23:13:17.287982
185;singer;What are the song titles and singer names ?;SELECT T1.Title, T2.Name FROM song AS T1 JOIN singer AS T2 ON T1.Singer_ID = T2.Singer_ID;1.704;codellama:7b;2025-12-06T23:13:18.991963
186;singer;Show distinct names of singers that have songs with sales more than 300000 .;SELECT DISTINCT Name FROM singer WHERE Singer_ID IN (SELECT Singer_ID FROM song WHERE Sales > 300000);13.876;codellama:7b;2025-12-06T23:13:20.379550
187;singer;what are the different names of the singers that have sales more than 300000 ?;SELECT DISTINCT Name FROM singer WHERE Sales > 300000;0.8498;codellama:7b;2025-12-06T23:13:21.229357
188;singer;Show the names of singers that have more than one song .;SELECT DISTINCT Name FROM singer WHERE Singer_ID IN (SELECT DISTINCT Singer_ID FROM song GROUP BY Singer_ID HAVING COUNT(*) > 1);1.524;codellama:7b;2025-12-06T23:13:22.753336
189;singer;What are the names of the singers that have more than one songs ?;SELECT DISTINCT Singer.Name FROM Singer JOIN Song ON Singer.Singer_ID = Song.Singer_ID GROUP BY Singer.Name HAVING COUNT(DISTINCT Song.Title) > 1;20.985;codellama:7b;2025-12-06T23:13:24.852423
190;singer;Show the names of singers and the total sales of their songs .;SELECT T1.Name, SUM(T2.Sales) AS Total_Sales FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID = T2.Singer_ID;23.272;codellama:7b;2025-12-06T23:13:27.180632
191;singer;For each singer name , what is the total sales for their songs ?;SELECT s.Name AS Singer_Name, SUM(s.Sales) AS Total_Sales FROM singer AS s;21.403;codellama:7b;2025-12-06T23:13:29.320896
192;singer;List the name of singers that do not have any song .;SELECT DISTINCT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song);12.071;codellama:7b;2025-12-06T23:13:30.527976
193;singer;What is the sname of every sing that does not have any song ?;SELECT DISTINCT Singer.Name AS sname FROM Singer WHERE Singer.Song_ID NOT IN (SELECT Song.Song_ID FROM Song);16.589;codellama:7b;2025-12-06T23:13:32.186839
194;singer;Show the citizenship shared by singers with birth year before 1945 and after 1955 .;SELECT DISTINCT Citizenship FROM singer WHERE Birth_Year < 1945 AND Birth_Year > 1955;13.569;codellama:7b;2025-12-06T23:13:33.543724
195;singer;What are the citizenships that are shared by singers with a birth year before 1945 and after 1955 ?;SELECT DISTINCT Citizenship FROM singer WHERE Birth_Year < 1945 AND Birth_Year > 1955;1.343;codellama:7b;2025-12-06T23:13:34.886695
